2.6671, 84.6639
9.0806, -155.6640
-66.3005, 140.6882
-32.7967, -7.0799
46.9580, -95.7000
18.3587, 149.0546
-87.9932, -65.6610
-44.5401, -14.8194
-23.8971, 62.8166
-83.2758, -17.3196
-58.7030, -177.9511
15.1777, 113.0561
-18.1361, 110.2032
64.1339, 14.3112
73.5411, 158.6796
12.2540, -121.6975
48.9951, 14.3734
20.9954, -53.8215
57.2823, -58.1943
-50.9424, 139.7184
9.2910, 90.0970
14.1831, 54.6091
-22.6916, -56.9125
38.6441, -28.2734
79.2890, -120.5588
-29.9132, -107.5344
37.5488, -132.2158
32.5674, -163.3235
19.6507, -165.9547
-58.0303, -108.8409
-37.2175, -168.3340
-37.0444, 141.7382
-85.1782, -168.1138
-70.1761, 35.7252
-55.1662, 140.5703
-11.4991, 146.2998
-25.5140, 93.4896
34.6418, -5.4577
-11.9072, 80.3080
86.4701, -23.4852
60.1363, -135.0306
20.3800, -134.0167
61.1863, -15.7932
-28.4807, -12.7020
-40.7896, -63.6123
-80.9123, 175.1314
19.3558, 130.5654
-76.8422, 26.5334
-72.7078, -38.9933
54.5067, 12.1391
-15.9875, -50.3641
15.3164, -145.9609
-20.1408, -87.3814
29.6725, -114.9679
28.0444, -177.6143
87.7962, -136.7030
30.7111, -98.6146
81.5411, 96.7677
-1.3510, 2.4188
-38.4922, -95.3426
78.8063, 141.6447
9.2065, 34.2469
53.2004, 101.0474
82.9923, 86.1134
61.7206, -79.0196
-1.6350, -71.1285
5.4345, -60.4389
-70.9602, 67.9106
55.9043, 62.6804
37.7702, 87.1545
-64.4335, -156.4469
29.5665, -27.5925
-21.3180, 71.1981
9.2084, -107.0251
28.1688, -174.3895
-20.8205, 121.4230
-57.7610, 77.9630
70.3091, -0.3089
-43.0863, 88.6331
85.9143, -28.0195
44.8685, 141.6383
-83.9683, -122.1110
12.6179, 117.0572
-39.0684, 48.8693
-9.8839, 112.9515
31.3791, 80.1794
-42.9002, -9.5866
-29.1277, -49.7744
-31.2887, 78.0693
-10.7135, -55.8414
52.6876, 29.7310
-12.8789, 30.0819
74.7891, -134.1274
-5.1806, 106.0177
-66.5739, -129.1263
-73.7111, 175.9740
-24.6630, 23.9550
48.5998, 74.1606
46.8587, 144.9108
-15.1882, 45.7868
-47.5647, 136.4233
-61.1934, 164.8006
-84.3178, -82.7018
40.5481, -104.7809
26.5731, 145.8756
-70.5693, -102.0617
-78.3368, -13.6123
-21.2779, 116.3504
5.9790, 12.8059
82.8553, -25.4775
-41.9483, -175.6154
-29.4487, -130.8171
-38.4444, -148.5827
40.0189, -58.7932
8.4780, 6.0386
-4.2097, -121.7499
-29.6464, 38.9936
-46.4534, 101.4154
-50.0528, 98.9563
-22.3125, -72.7128
32.7196, 16.9476
-76.9708, 53.9489
-37.0095, -55.1619
32.8972, -70.0506
-85.7672, 14.6591
-57.9605, -3.8872
-33.2012, -93.8439
-17.0367, -127.4464
-39.1604, -104.3302
53.4142, 103.3374
-61.0488, 113.2379
18.2920, -117.8356
62.7896, 135.4385
-55.1605, 152.2861
10.6414, -61.3735
35.5054, -110.1024
56.1921, 167.4796
-48.5084, -39.6129
59.5660, -160.9480
19.7306, 53.4490
-11.4912, 153.8376
-5.2260, 54.8147
-80.2906, -171.5399
54.3543, 54.5040
86.5304, -125.1941
18.0272, 12.3817
-81.3121, 44.4652
-42.3463, 121.6676
71.2573, -149.8838
70.7279, -102.3140
29.5205, -7.4734
10.2132, -139.1038
-88.5016, -57.3485
7.3640, 18.0656
65.5607, 6.9285
20.9750, 149.3572
-66.2933, -3.9041
-54.6569, 69.2494
61.2223, -11.4889
54.3940, -108.5188
-87.7788, 170.6071
-3.5996, 110.8380
-47.8774, 134.1341
